player,player_id,pass_angle,pass_length,under_pressure,pass_cross,pass_cut_back,pass_inswinging,pass_outswinging,pass_through_ball,pass_switch,pass_normal,location_x,location_y,pass_end_location_x,pass_end_location_y,play_pattern_from_corner,play_pattern_from_counter,play_pattern_from_free_kick,play_pattern_from_goal_kick,play_pattern_from_keeper,play_pattern_from_kick_off,play_pattern_from_throw_in,play_pattern_regular_play,pass_body_part_left_foot,pass_body_part_right_foot,pass_height_ground_pass,pass_height_high_pass,pass_height_low_pass,pass_completed
Nemanja Matić,3381,-1.7587681,18.729923,0,0,0,0,0,0,0,1,37.7,28.6,34.2,10.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,0.6713442,22.98891,0,0,0,0,0,0,0,1,34.9,15.8,52.9,30.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,2.4299521,14.393401,0,0,0,0,0,0,0,1,52.9,30.1,42.0,39.5,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,0.73927706,13.803261,0,0,0,0,0,0,0,1,42.0,49.4,52.2,58.7,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Willian Borges da Silva,3472,1.5593683,17.501143,0,0,0,0,0,0,0,1,71.1,59.4,71.3,76.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Branislav Ivanović,5594,-0.5635775,34.068752,0,0,0,0,0,0,0,1,77.6,74.8,106.4,56.6,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Diego da Silva Costa,5198,-2.1465547,13.591173,0,1,1,0,0,0,0,0,117.0,58.7,109.6,47.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.34464732,24.862019,0,0,0,0,0,0,0,1,12.4,0.1,35.8,8.5,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Diego da Silva Costa,5198,-3.048116,9.642096,1,0,0,0,0,0,0,1,35.8,8.5,26.2,7.6,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Oscar dos Santos Emboaba Júnior,40122,0.1045556,16.288954,0,0,0,0,0,0,0,1,26.7,7.4,42.9,9.1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Eden Hazard,3621,-0.16109191,8.104937,0,0,0,0,0,0,0,1,42.0,18.9,50.0,17.6,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Oscar dos Santos Emboaba Júnior,40122,1.7426776,41.511684,0,0,0,1,0,0,1,0,120.0,0.1,112.9,41.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
César Azpilicueta Tanco,3957,-1.0453011,19.535864,0,0,0,0,0,0,0,1,39.4,25.2,49.2,8.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.8118099,30.583982,0,0,0,0,0,0,0,1,64.1,8.5,56.8,38.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,0.7452249,58.100346,0,0,0,0,0,0,0,1,57.4,38.2,100.1,77.6,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Willian Borges da Silva,3472,-2.5702553,11.650322,0,0,1,0,0,0,0,0,114.2,58.5,104.4,52.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.5595924,35.70224,0,0,0,0,0,0,0,1,109.2,45.3,109.6,9.6,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Diego da Silva Costa,5198,3.0125835,18.655025,0,0,0,0,0,0,0,1,108.8,7.4,90.3,9.8,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,1.3649621,9.296236,0,0,0,0,0,0,0,1,91.9,9.8,93.8,18.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,-1.3952042,6.2968245,0,0,0,0,0,0,0,1,97.9,9.1,99.0,2.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Diego da Silva Costa,5198,1.0005052,17.226143,1,0,0,0,0,0,0,1,85.8,12.4,95.1,26.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-2.9493077,11.512168,0,0,0,0,0,0,0,1,95.1,26.9,83.8,24.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Diego da Silva Costa,5198,1.418147,15.783536,0,0,0,0,0,0,0,1,76.7,25.4,79.1,41.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.6986662,7.05762,0,0,0,0,0,0,0,1,79.1,41.0,78.2,34.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Diego da Silva Costa,5198,1.6064954,25.216066,0,0,0,0,0,0,0,1,78.2,34.0,77.3,59.2,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Branislav Ivanović,5594,-1.5364587,26.215454,0,0,0,0,0,0,0,1,77.3,59.2,78.2,33.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Terry,20287,-0.49353,32.929623,0,0,0,0,0,0,0,1,12.4,34.7,41.4,19.1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Eden Hazard,3621,-0.37325138,15.357409,0,0,0,0,0,0,0,1,51.1,11.1,65.4,5.5,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Diego da Silva Costa,5198,2.5233588,40.372887,0,0,0,0,0,0,0,1,46.8,10.4,13.9,33.8,0,0,1,0,0,0,0,0,0,1,0,0,1,1
Thibaut Courtois,3509,0.08183575,63.612892,0,0,0,0,0,0,0,1,10.0,28.8,73.4,34.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Gary Cahill,3645,-0.96580505,22.856947,0,0,0,0,0,0,0,1,36.6,49.6,49.6,30.8,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,0.3191259,60.241596,0,0,0,0,0,1,0,0,49.6,29.7,106.8,48.6,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Thibaut Courtois,3509,1.0511326,23.963514,0,0,0,0,0,0,0,1,12.4,30.1,24.3,50.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Gary Cahill,3645,-0.21069854,17.69124,0,0,0,0,0,0,0,1,25.6,50.1,42.9,46.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Nemanja Matić,3381,-2.4937813,13.92013,0,0,0,0,0,0,0,1,42.3,37.5,31.2,29.1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
John Terry,20287,1.8578016,23.668121,0,0,0,0,0,0,0,1,35.1,28.2,28.4,50.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Gary Cahill,3645,0.75837773,10.469002,0,0,0,0,0,0,0,1,28.8,53.5,36.4,60.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.44297385,23.796848,0,0,0,0,0,0,0,1,41.8,59.8,63.3,49.6,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Oscar dos Santos Emboaba Júnior,40122,2.0123887,18.250753,0,0,0,0,0,0,0,1,64.6,49.4,56.8,65.9,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Willian Borges da Silva,3472,1.5131679,10.417294,0,0,0,0,0,0,0,1,56.8,65.9,57.4,76.3,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Branislav Ivanović,5594,-2.3491688,30.194204,0,0,0,0,0,0,0,1,57.4,76.3,36.2,54.8,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Gary Cahill,3645,0.44501624,7.201389,0,0,0,0,0,0,0,1,36.4,54.8,42.9,57.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.7483925,31.69858,0,0,0,0,0,0,0,1,42.9,57.9,37.3,26.7,0,0,0,0,0,0,0,1,0,1,0,0,1,1
John Terry,20287,1.7612695,31.1636,0,0,0,0,0,0,0,1,37.1,23.2,31.2,53.8,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Gary Cahill,3645,-1.2277724,10.406248,0,0,0,0,0,0,0,1,36.4,50.1,39.9,40.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Nemanja Matić,3381,-1.3166716,23.866505,0,0,0,0,0,0,0,1,37.3,37.9,43.3,14.8,0,0,0,0,0,0,0,1,1,0,1,0,0,1
John Terry,20287,-1.815775,8.658522,0,0,0,0,0,0,0,1,53.9,11.3,51.8,2.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.33647504,47.24955,1,0,0,0,0,0,0,1,52.9,7.0,97.5,22.6,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Francesc Fàbregas i Soler,3478,1.1019675,17.262676,1,0,0,0,0,0,0,1,15.0,50.9,22.8,66.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Willian Borges da Silva,3472,-1.0963964,33.274616,0,0,0,0,0,0,0,1,43.3,74.3,58.5,44.7,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Eden Hazard,3621,0.7316864,19.756771,0,0,0,0,0,0,0,1,58.5,44.7,73.2,57.9,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Francesc Fàbregas i Soler,3478,-2.8436472,13.28533,0,0,0,0,0,0,0,1,69.5,62.0,56.8,58.1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,-1.8522756,17.280046,0,0,0,0,0,0,0,1,56.8,57.4,52.0,40.8,0,0,1,0,0,0,0,0,1,0,1,0,0,1
John Terry,20287,1.3287983,16.274212,0,0,0,0,0,0,0,1,52.9,41.6,56.8,57.4,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,-1.9447973,19.981241,0,0,0,0,0,0,0,1,48.5,52.2,41.2,33.6,0,0,1,0,0,0,0,0,1,0,1,0,0,1
John Terry,20287,1.6539376,22.87903,0,0,0,0,0,0,0,1,41.8,33.8,39.9,56.6,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Gary Cahill,3645,-1.6348113,31.264036,0,0,0,0,0,0,0,1,42.7,59.2,40.7,28.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
John Terry,20287,-1.141449,18.257053,0,0,0,0,0,0,0,1,42.0,26.2,49.6,9.6,0,0,1,0,0,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.47076494,37.70106,0,0,0,0,0,0,0,1,49.6,7.6,83.2,24.7,0,0,1,0,0,0,0,0,0,1,0,0,1,1
Diego da Silva Costa,5198,-1.8190253,22.386156,0,0,0,0,0,0,0,1,78.9,25.2,73.4,3.5,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Eden Hazard,3621,2.0899425,10.480935,0,0,0,0,0,0,0,1,78.4,5.7,73.2,14.8,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,0.26260906,19.260323,0,0,0,0,0,1,0,0,84.5,25.4,103.1,30.4,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Eden Hazard,3621,1.6928284,10.6794195,0,1,0,0,0,0,0,0,111.3,23.9,110.0,34.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Branislav Ivanović,5594,-1.59936,7.0028567,0,0,0,0,0,0,0,1,117.2,72.2,117.0,65.2,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Willian Borges da Silva,3472,2.9093037,9.556673,0,0,0,0,0,0,0,1,67.8,46.6,58.5,48.8,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Nemanja Matić,3381,-0.7047226,16.671232,0,0,0,0,0,0,0,1,56.8,43.8,69.5,33.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Eden Hazard,3621,0.612388,14.787157,1,0,0,0,0,0,0,1,72.4,30.1,84.5,38.6,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Nemanja Matić,3381,1.0669694,8.906739,0,0,0,0,0,0,0,1,65.2,40.3,69.5,48.1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Willian Borges da Silva,3472,0.4133304,12.448293,0,0,0,0,0,0,0,1,72.4,51.4,83.8,56.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.7196863,36.40275,0,1,0,0,0,0,0,0,115.7,70.7,110.3,34.7,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Gary Cahill,3645,-0.25008717,18.990788,0,0,0,0,0,0,0,1,91.6,13.0,110.0,8.3,0,0,1,0,0,0,0,0,0,1,0,0,1,1
Eden Hazard,3621,0.7853982,7.071068,0,0,0,0,0,0,0,1,102.9,4.8,107.9,9.8,0,0,1,0,0,0,0,0,0,1,1,0,0,0
César Azpilicueta Tanco,3957,1.9025608,22.105429,0,0,0,0,0,0,0,1,105.3,0.1,98.1,21.0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Gary Cahill,3645,-1.5170238,35.351097,0,0,0,0,0,0,0,1,40.1,60.7,42.0,25.4,0,0,1,0,0,0,0,0,0,1,1,0,0,1
John Terry,20287,-1.2559185,18.40489,0,0,0,0,0,0,0,1,36.6,25.8,42.3,8.3,0,0,1,0,0,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.10721066,22.428776,0,0,0,0,0,0,0,1,42.9,8.3,65.2,10.7,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Eden Hazard,3621,0.5423027,9.106591,0,0,0,0,0,0,0,1,65.2,10.7,73.0,15.4,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,1.2835149,13.764084,0,0,0,0,0,0,0,1,92.9,0.1,96.8,13.3,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Eden Hazard,3621,1.8813114,14.073024,0,0,0,0,0,0,0,1,99.0,11.3,94.7,24.7,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Francesc Fàbregas i Soler,3478,-1.8940024,21.72487,0,0,0,0,0,0,0,1,43.3,45.3,36.4,24.7,0,0,1,0,0,0,0,0,0,1,1,0,0,1
John Terry,20287,-1.3746747,15.395129,0,0,0,0,0,0,0,1,36.4,24.7,39.4,9.6,0,0,1,0,0,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,1.6305078,18.432852,0,0,0,0,0,0,0,1,42.9,9.6,41.8,28.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Nemanja Matić,3381,1.8168112,23.404701,0,0,0,0,0,0,0,1,42.3,28.0,36.6,50.7,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Gary Cahill,3645,-1.6521213,32.00578,0,0,0,0,0,0,0,1,36.6,54.2,34.0,22.3,0,0,1,0,0,0,0,0,0,1,1,0,0,1
John Terry,20287,-0.9329131,17.800282,0,0,0,0,0,0,0,1,37.1,20.4,47.7,6.1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.11967849,15.913831,0,0,0,0,0,0,0,1,52.0,5.7,67.8,7.6,0,0,1,0,0,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,1.5912017,9.802041,0,0,0,0,0,0,0,1,48.5,15.4,48.3,25.2,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,0.9652517,20.554804,0,0,0,0,0,0,0,1,43.3,25.4,55.0,42.3,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Diego da Silva Costa,5198,-2.1293957,3.7735925,0,0,0,0,0,0,0,1,60.0,40.0,58.0,36.8,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,2.5688756,21.774527,0,0,0,0,0,0,0,1,55.1,38.7,36.8,50.5,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Gary Cahill,3645,-1.6824791,32.30124,0,0,0,0,0,0,0,1,36.8,50.5,33.2,18.4,0,0,0,0,0,1,0,0,0,1,0,0,1,1
John Terry,20287,0.36301154,13.799275,1,0,0,0,0,0,0,1,37.3,16.5,50.2,21.4,0,0,0,0,0,1,0,0,1,0,1,0,0,1
Eden Hazard,3621,-2.065069,20.447248,1,0,0,0,0,0,0,1,50.7,19.6,41.0,1.6,0,0,0,0,0,1,0,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,0.67377615,32.374836,0,0,0,0,0,0,0,1,41.7,1.6,67.0,21.8,0,0,0,0,0,1,0,0,1,0,0,0,1,1
Thibaut Courtois,3509,0.5587567,67.34167,0,0,0,0,0,0,0,1,6.0,44.0,63.1,79.7,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Francesc Fàbregas i Soler,3478,-0.53298074,16.138464,1,0,0,0,0,0,0,1,54.2,32.0,68.1,23.8,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Diego da Silva Costa,5198,2.9648838,8.532878,0,0,0,0,0,0,0,1,76.0,15.4,67.6,16.9,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Eden Hazard,3621,1.3214163,27.552315,0,0,0,0,0,0,0,1,70.6,3.4,77.4,30.1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Diego da Silva Costa,5198,1.243175,32.319035,0,0,0,0,0,0,0,1,75.4,34.7,85.8,65.3,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Willian Borges da Silva,3472,-1.0002136,15.922312,0,0,0,0,0,0,0,1,89.9,67.3,98.5,53.9,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Diego da Silva Costa,5198,-1.9548578,36.563644,0,0,0,0,0,0,0,1,60.0,40.0,46.3,6.1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,-0.0064101685,15.600321,0,0,0,0,0,0,0,1,15.1,4.9,30.7,4.8,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Eden Hazard,3621,0.8594314,27.723816,0,0,0,0,0,0,0,1,62.1,39.5,80.2,60.5,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Branislav Ivanović,5594,-2.0710769,8.547514,0,0,0,0,0,0,0,1,93.6,69.0,89.5,61.5,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.4160795,11.031773,0,0,0,0,0,0,0,1,89.5,61.5,91.2,72.4,0,0,0,0,0,1,0,0,1,0,1,0,0,1
Branislav Ivanović,5594,-1.6062844,16.910648,0,0,0,0,0,0,0,1,91.2,72.4,90.6,55.5,0,0,0,0,0,1,0,0,1,0,1,0,0,1
Willian Borges da Silva,3472,-1.7471625,10.259142,0,0,0,0,0,0,0,1,113.9,65.6,112.1,55.5,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.9870018,15.088075,0,1,1,0,0,0,0,0,118.6,55.7,112.5,41.9,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Willian Borges da Silva,3472,-2.2526238,19.834566,0,0,1,0,0,0,0,0,114.8,69.0,102.3,53.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.20401798,17.76851,1,0,0,0,0,0,0,1,19.8,5.4,37.2,9.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
John Terry,20287,-0.011695373,51.30351,0,0,0,0,0,0,0,1,48.4,3.1,99.7,2.5,0,0,1,0,0,0,0,0,0,1,0,1,0,1
Willian Borges da Silva,3472,-1.3948567,27.423347,0,0,0,0,0,0,0,1,19.1,44.6,23.9,17.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.46752355,23.076395,0,0,0,0,0,0,0,1,23.9,17.6,44.5,7.2,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Diego da Silva Costa,5198,0.26500362,35.1262,0,0,0,0,0,0,0,1,74.1,4.9,108.0,14.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.6867434,20.819462,0,0,0,0,0,0,0,1,96.4,0.1,112.5,13.3,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Eden Hazard,3621,2.1513178,11.12205,0,0,0,0,0,0,0,1,112.5,2.1,106.4,11.4,0,0,0,0,0,0,1,0,1,0,0,0,1,1
César Azpilicueta Tanco,3957,0.11710875,13.693794,0,0,0,0,0,0,0,1,106.4,11.4,120.0,13.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Asmir Begović,3339,0.2841859,81.676,0,0,0,0,0,0,0,1,7.7,43.0,86.1,65.9,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Nemanja Matić,3381,-0.99762315,13.092364,0,0,0,0,0,0,0,1,72.1,76.3,79.2,65.3,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Branislav Ivanović,5594,0.24244702,9.580188,0,0,0,0,0,0,0,1,79.2,65.3,88.5,67.6,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Willian Borges da Silva,3472,-2.1641464,5.186521,1,0,0,0,0,0,0,1,83.7,71.0,80.8,66.7,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Branislav Ivanović,5594,-2.3248146,15.776248,0,0,0,0,0,0,0,1,80.8,66.7,70.0,55.2,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.1197834,24.77761,0,0,0,0,0,0,0,1,73.6,52.5,84.4,30.2,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Eden Hazard,3621,1.4835186,24.0917,0,0,0,0,0,0,0,1,84.4,30.2,86.5,54.2,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Nemanja Matić,3381,-0.057080783,3.5057096,0,0,0,0,0,0,0,1,84.4,56.2,87.9,56.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Asmir Begović,3339,-1.1599962,17.779202,0,0,0,0,0,0,0,1,21.9,36.8,29.0,20.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Gary Cahill,3645,0.9807897,13.839798,0,0,0,0,0,0,0,1,29.0,20.2,36.7,31.7,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.7410083,6.493843,0,0,0,0,0,0,0,1,34.3,32.5,33.2,38.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
John Terry,20287,-0.22471116,10.770794,0,0,0,0,0,0,0,1,33.1,38.9,43.6,36.5,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Nemanja Matić,3381,-2.9471126,13.453624,0,0,0,0,0,0,0,1,43.6,36.5,30.4,33.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
John Terry,20287,-1.6352232,27.958004,0,0,0,0,0,0,0,1,28.5,34.0,26.7,6.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.4469532,50.9,0,0,0,0,0,0,0,1,26.2,11.4,72.1,33.4,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Diego da Silva Costa,5198,-0.07278785,19.250975,1,0,0,0,0,0,0,1,72.1,33.4,91.3,32.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
César Azpilicueta Tanco,3957,0.30288488,28.497192,0,0,0,0,0,0,0,1,37.6,0.1,64.8,8.6,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Diego da Silva Costa,5198,2.2479239,13.087399,0,0,0,0,0,0,0,1,64.4,8.6,56.2,18.8,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,1.0017642,59.946144,0,0,0,0,0,0,1,0,58.5,22.3,90.8,72.8,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Branislav Ivanović,5594,-0.88924855,25.238264,0,0,0,0,0,0,0,1,101.1,74.2,117.0,54.6,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Willian Borges da Silva,3472,-1.9525605,14.762791,0,1,1,0,0,0,0,0,117.0,54.6,111.5,40.9,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Branislav Ivanović,5594,-3.0540974,5.7218876,0,0,0,0,0,0,0,1,87.7,55.5,82.0,55.0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Nemanja Matić,3381,1.6765945,11.363538,0,0,0,0,0,0,0,1,75.5,58.7,74.3,70.0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Branislav Ivanović,5594,-1.0955071,72.990204,0,0,0,0,0,0,1,0,81.9,68.4,115.3,3.5,0,0,0,0,0,0,1,0,0,1,0,1,0,1
César Azpilicueta Tanco,3957,1.0963964,8.318654,0,0,0,0,0,0,0,1,109.7,0.1,113.5,7.5,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Eden Hazard,3621,2.5025098,13.5801325,1,0,0,0,0,0,0,1,96.7,23.4,85.8,31.5,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Nemanja Matić,3381,-1.3612734,17.789042,1,0,0,0,0,0,0,1,86.1,19.1,89.8,1.7,0,0,0,0,0,0,1,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,1.343541,16.422241,0,0,0,0,0,0,0,1,86.5,3.5,90.2,19.5,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,0.8211824,29.646753,0,0,0,0,0,0,0,1,88.5,20.6,108.7,42.3,0,0,1,0,0,0,0,0,0,1,0,1,0,1
Asmir Begović,3339,0.117542356,67.36483,0,0,0,0,0,0,0,1,12.9,44.6,79.8,52.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0
César Azpilicueta Tanco,3957,0.66060203,19.882908,0,0,0,0,0,0,0,1,40.8,0.1,56.5,12.3,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,2.741352,5.646238,0,0,0,0,0,0,0,1,56.2,13.3,51.0,15.5,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Nemanja Matić,3381,-1.7902269,14.241488,0,0,0,0,0,0,0,1,51.0,15.5,47.9,1.6,0,0,0,0,0,0,1,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.098850325,24.318718,0,0,0,0,0,0,0,1,47.9,1.6,72.1,4.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Diego da Silva Costa,5198,1.6360098,24.552189,0,0,0,0,0,0,0,1,71.9,7.2,70.3,31.7,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.0341082,36.769554,0,0,0,0,0,0,0,1,70.3,32.5,89.1,64.1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Branislav Ivanović,5594,0.94938,9.962429,0,0,0,0,0,0,0,1,100.1,55.0,105.9,63.1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Willian Borges da Silva,3472,-1.4278922,14.043148,0,1,0,0,0,0,0,0,112.5,57.4,114.5,43.5,0,0,0,0,0,0,1,0,0,1,1,0,0,0
César Azpilicueta Tanco,3957,0.16425262,18.346935,0,0,0,0,0,0,0,1,64.8,0.1,82.9,3.1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Eden Hazard,3621,2.0250983,4.7853947,0,0,0,0,0,0,0,1,85.1,5.4,83.0,9.7,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Diego da Silva Costa,5198,1.9177132,13.82353,0,0,0,0,0,0,0,1,82.9,21.3,78.2,34.3,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,0.24977478,10.113852,0,0,0,0,0,0,0,1,79.6,46.0,89.4,48.5,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Willian Borges da Silva,3472,-1.0643178,15.666844,0,0,0,0,0,0,0,1,90.6,29.2,98.2,15.5,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Eden Hazard,3621,-0.37690926,10.324728,0,0,0,0,0,0,0,1,96.8,9.0,106.4,5.2,0,0,0,0,0,0,1,0,0,1,1,0,0,1
